description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
12	1				100	16	361	2028		10	cont_toa	"toa,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
1	1				100	16	361	2027		11	mephisto_sta	"pk3,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
2	1				100	16	361	2027		11	mephisto_stb	"pk2,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
3	1				100	16	361	2027		11	mephisto_stc	"pk1,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
4	1				100	16	361	2027		11	cont_beot	"bet,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
5	1				100	16	361	2027		11	cont_bra	"mbr,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
6	1				100	16	361	2027		11	cont_ceoh	"ceh,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
7	1				100	16	361	2027		11	cont_eye	"bey,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
8	1				100	16	361	2027		11	cont_fang	"dhn,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
9	1				100	16	361	2027		11	cont_feod	"fed,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
10	1				100	16	361	2027		11	cont_rvl	"rvl,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
11	1				100	16	361	2027		11	cont_teos	"tes,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
12	1				100	16	361	2027		11	cont_toa	"toa,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
1	1				100	16	361	2026		12	mephisto_sta	"pk3,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
2	1				100	16	361	2026		12	mephisto_stb	"pk2,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
3	1				100	16	361	2026		12	mephisto_stc	"pk1,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
4	1				100	16	361	2026		12	cont_beot	"bet,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
5	1				100	16	361	2026		12	cont_bra	"mbr,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
6	1				100	16	361	2026		12	cont_ceoh	"ceh,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
7	1				100	16	361	2026		12	cont_eye	"bey,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
8	1				100	16	361	2026		12	cont_fang	"dhn,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
9	1				100	16	361	2026		12	cont_feod	"fed,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
10	1				100	16	361	2026		12	cont_rvl	"rvl,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
11	1				100	16	361	2026		12	cont_teos	"tes,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
12	1				100	16	361	2026		12	cont_toa	"toa,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
1	1				100					1	std							cont_std	100	100	100	Add_one			1	1																																																																															0
1	1				100	16	361	2036		2	cont_std	std						useitem	99	0	0	Add_one			1	1																																																																															0
1	1				100	15	361	2		1	cont_std							useitem	99	0	0	Add_one			-1	-1																					std																																																										0
1	1				100	16	361	2035		3	cont_std	"std,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
1	1				100	16	361	2034		4	cont_std	"std,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
1	1				100	16	361	2033		5	cont_std	"std,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
1	1				100	16	361	2032		6	cont_std	"std,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
1	1				100	16	361	2031		7	cont_std	"std,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
1	1				100	16	361	2030		8	cont_std	"std,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
1	1				100	16	361	2029		9	cont_std	"std,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
1	1				100	16	361	2028		10	cont_std	"std,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
1	1				100	16	361	2027		11	cont_std	"std,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
1	1				100	16	361	2026		12	cont_std	"std,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
1	1				100	18	361	1		1	cont_cs							r11																																																																																							0
2	1				100	18	361	1		1	cont_ct							r30																																																																																							0
3	1				100	18	361	1		1	cont_cu							r32																																																																																							0
4	1				100	18	361	1		1	cont_cv							r14																																																																																							0
5	1				100	18	361	1		1	cont_cw							r02																																																																																							0
6	1				100	18	361	1		1	cont_cx							r01																																																																																							0
7	1				100	18	361	1		1	cont_cy							r05																																																																																							0
8	1				100	18	361	1		1	cont_cz							r19																																																																																							0
9	1				100	18	361	1		1	cont_da							r25																																																																																							0
10	1				100	18	361	1		1	cont_db							r15																																																																																							0
11	1				100	18	361	1		1	cont_dc							r16																																																																																							0
12	1				100	18	361	1		1	cont_dd							r24																																																																																							0
13	1				100	18	361	1		1	cont_de							r06																																																																																							0
14	1				100	18	361	1		1	cont_df							r31																																																																																							0
15	1				100	18	361	1		1	cont_dg							r18																																																																																							0
16	1				100	18	361	1		1	cont_dh							r20																																																																																							0
17	1				100	18	361	1		1	cont_di							r28																																																																																							0
18	1				100	18	361	1		1	cont_dj							r17																																																																																							0
19	1				100	18	361	1		1	cont_dk							r23																																																																																							0
20	1				100	18	361	1		1	cont_dl							r04																																																																																							0
21	1				100	18	361	1		1	cont_dn							r27																																																																																							0
22	1				100	18	361	1		1	cont_do							r09																																																																																							0
23	1				100	18	361	1		1	cont_dp							r21																																																																																							0
24	1				100	18	361	1		1	cont_dq							r08																																																																																							0
25	1				100	18	361	1		1	cont_dr							r13																																																																																							0
26	1				100	18	361	1		1	cont_dt							r12																																																																																							0
27	1				100	18	361	1		1	cont_du							r29																																																																																							0
28	1				100	18	361	1		1	cont_dv							r07																																																																																							0
29	1				100	18	361	1		1	cont_dw							r10																																																																																							0
30	1				100	18	361	1		1	cont_dx							r03																																																																																							0
31	1				100	18	361	1		1	cont_dy							r22																																																																																							0
32	1				100	18	361	1		1	cont_dz							r26																																																																																							0
33	1				100	18	361	1		1	cont_ea							r33																																																																																							0
34	1				100	18	361	1		1	cont_cf							gpb																																																																																							0
35	1				100	18	361	1		1	cont_cg							gpg																																																																																							0
36	1				100	18	361	1		1	cont_ch							gpr																																																																																							0
37	1				100	18	361	1		1	cont_ci							gpv																																																																																							0
38	1				100	18	361	1		1	cont_cj							gpw																																																																																							0
39	1				100	18	361	1		1	cont_ck							gpy																																																																																							0
40	1				100	18	361	1		1	cont_ed							skz																																																																																							0
1	1				100	18	361	1		1	mephisto_sta							pk3																																																																																							0
2	1				100	18	361	1		1	mephisto_stb							pk2																																																																																							0
3	1				100	18	361	1		1	mephisto_stc							pk1																																																																																							0
4	1				100	18	361	1		1	cont_beot							bet																																																																																							0
5	1				100	18	361	1		1	cont_bra							mbr																																																																																							0
6	1				100	18	361	1		1	cont_ceoh							ceh																																																																																							0
7	1				100	18	361	1		1	cont_eye							bey																																																																																							0
8	1				100	18	361	1		1	cont_fang							dhn																																																																																							0
9	1				100	18	361	1		1	cont_feod							fed																																																																																							0
10	1				100	18	361	1		1	cont_rvl							rvl																																																																																							0
11	1				100	18	361	1		1	cont_teos							tes																																																																																							0
12	1				100	18	361	1		1	cont_toa							toa																																																																																							0
1	1				100	18	361	1		1	cont_std							std																																																																																							0
1 Ral Rune + 1 Sol Rune + 1 Perfect Ruby + 1 Normal Crafted Weapon -> Exceptional Crafted Weapon	1				100					4	"weap,bas,crf"	r08	r12	gpr				"useitem,mod,exc"																																																																																							0
1 Ith Rune + 1 Dol Rune + 1 Perfect Topaz + 1 Normal Crafted Armor -> Exceptional Crafted Armor	1				100					4	"armo,bas,crf"	r06	r14	gpy				"useitem,mod,exc"																																																																																							0
1 Io Rune + 1 Fal Rune + 1 Perfect Ruby + 1 Exceptional Crafted Weapon -> Elite Crafted Weapon	1				100					4	"weap,exc,crf"	r16	r19	gpr				"useitem,mod,eli"																																																																																							0
1 Hel Rune + 1 Lem Rune + 1 Perfect Topaz + 1 Exceptional Crafted Armor -> Elite Crafted Armor	1				100					4	"armo,exc,crf"	r15	r20	gpy				"useitem,mod,eli"																																																																																							0
	1				100	17	112	0		2	weap	tsc						useitem				howl			-1	-1																					tsc																																																										0
	1				100	17	113	0		2	weap	yps						useitem				stupidity			-1	-1																					yps																																																										0
	1				100	17	81	0		2	weap	vps						useitem				knock			-1	-1																					vps																																																										0
	1				100	17	134	0		2	weap	wms						useitem				freeze			-1	-1																					wms																																																										0
