description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
1 Not Ethereal Magic Orb + 1 Jewel + 1 Tir Rune + 1 Perfect Amethyst -> Caster Weapon	1				100					4	"orb,mag,noe"	jew	r03	gpv				"usetype,crf,suf=175"		50	50	oskill		37	1	3	mana			60	90	cast1			5	10																																																																					0
1 Not Ethereal Magic Crown + 1 Jewel + 1 Ith Rune + 1 Perfect Emerald -> Safety Helm	1				100					4	"crn,mag,upg,noe"	jew	r06	gpg				"usetype,crf"		50	50	red-dmg			6	9	red-mag			5	7	res-all			10	15					30																																																																0
1 Not Ethereal Magic Plated Boots + 1 Jewel + 1 Ort Rune + 1 Perfect Emerald -> Safety Boots	1				100					4	"hbt,mag,upg,noe"	jew	r09	gpg				"usetype,crf"		50	50	red-dmg			6	9	red-mag			5	7	res-all			5	10	ease			-30	-30																																																																0
1 Not Ethereal Magic Gauntlets + 1 Jewel + 1 Ral Rune + 1 Perfect Emerald -> Safety Gloves	1				100					4	"hgl,mag,upg,noe"	jew	r08	gpg				"usetype,crf"		50	50	red-dmg			6	9	red-mag			5	7	res-all			5	10	ease			-30	-30																																																																0
1 Not Ethereal Magic Sash + 1 Jewel + 1 Tal Rune + 1 Perfect Emerald -> Safety Belt	1				100					4	"lbl,mag,upg,noe"	jew	r07	gpg				"usetype,crf"		50	50	red-dmg			6	9	red-mag			5	7	res-all			5	10	ac			150	200																																																																0
1 Not Ethereal Magic Kite Shield + 1 Jewel + 1 Nef Rune + 1 Perfect Emerald -> Safety Shield	1				100					4	"kit,mag,upg,noe"	jew	r04	gpg				"usetype,crf"		50	50	red-dmg%			5	10	res-all			20	30	res-mag			10	10	ease			-30	-30																																																																0
1 Not Ethereal Magic Breast Plate + 1 Jewel + 1 Eth Rune + 1 Perfect Emerald -> Safety Body	1				100					4	"brs,mag,upg,noe"	jew	r05	gpg				"usetype,crf"		50	50	ease			-20	-20	res-all			20	30	dex			15	20	ac%			60	90																																																																0
1 Not Ethereal Magic Amulet + 1 Jewel + 1 Thul Rune + 1 Perfect Emerald -> Safety Amulet	1				100					4	"amul,mag,noe"	jew	r10	gpg				"usetype,crf"		50	50	res-all			10	15	block1			30	30	block			20	20																																																																					0
1 Not Ethereal Magic Ring + 1 Jewel + 1 Amn Rune + 1 Perfect Emerald -> Safety Ring	1				100					4	"ring,mag,noe"	jew	r11	gpg				"usetype,crf"		50	50	red-dmg			6	9	res-all			5	10	vit			5	5																																																																					0
1 Not Ethereal Magic Spear + 1 Jewel + 1 Sol Rune + 1 Perfect Emerald -> Safety Weapon	1				100					4	"jave,mag,noe"	jew	r12	gpg				"usetype,crf"		50	50	rep-quant		5			stack			60	120	dmg%			35	60																																																																					0
3 Thul Runes -> Amn Rune	1				100					3	"r10,qty=3"							r11																																																																																							0
3 Amn Runes -> Sol Rune	1				100					3	"r11,qty=3"							r12																																																																																							0
3 Sol Runes -> Shael Rune	1				100					3	"r12,qty=3"							r13																																																																																							0
3 Shael Runes -> Dol Rune	1				100					3	"r13,qty=3"							r14																																																																																							0
3 Dol Runes -> Hel Rune	1				100					3	"r14,qty=3"							r15																																																																																							0
3 Hel Runes -> Io Rune	1				100					3	"r15,qty=3"							r16																																																																																							0
3 Io Runes -> Lum Rune	1				100					3	"r16,qty=3"							r17																																																																																							0
3 Lum Runes -> Ko Rune	1				100					3	"r17,qty=3"							r18																																																																																							0
3 Ko Runes -> Fal Rune	1				100					3	"r18,qty=3"							r19																																																																																							0
3 Fal Runes -> Lem Rune	1				100					3	"r19,qty=3"							r20																																																																																							0
3 Lem Runes -> Pul Rune	1				100					3	"r20,qty=3"							r21																																																																																							0
2 Pul Runes -> Um Rune	1				100					2	"r21,qty=2"							r22																																																																																							0
2 Um Runes -> Mal Rune	1				100					2	"r22,qty=2"							r23																																																																																							0
2 Mal Runes -> Ist Rune	1				100					2	"r23,qty=2"							r24																																																																																							0
2 Ist Runes -> Gul Rune	1				100					2	"r24,qty=2"							r25																																																																																							0
2 Gul Runes -> Vex Rune	1				100					2	"r25,qty=2"							r26																																																																																							0
2 Vex Runes -> Ohm Rune	1				100					2	"r26,qty=2"							r27																																																																																							0
2 Ohm Runes -> Lo Rune	1				100					2	"r27,qty=2"							r28																																																																																							0
2 Lo Runes -> Sur Rune	1				100					2	"r28,qty=2"							r29																																																																																							0
2 Sur Runes -> Ber Rune	1				100					2	"r29,qty=2"							r30																																																																																							0
2 Ber Runes -> Jah Rune	1				100					2	"r30,qty=2"							r31																																																																																							0
2 Jah Runes -> Cham Rune	1				100					2	"r31,qty=2"							r32																																																																																							0
2 Cham Runes -> Zod Rune	1				100					2	"r32,qty=2"							r33																																																																																							0
1 Tal Rune + 1 Thul Rune + 1 Perfect Topaz + 1 Normal Torso Armor -> Socketed Torso Armor	1				100					4	"tors,nor,nos"	r07	r10	gpy				useitem				sock			1	6																																																																															0
1 Ral Rune + 1 Amn Rune + 1 Perfect Amethyst + 1 Normal Weapon -> Socketed Weapon	1				100					4	"weap,nor,nos"	r08	r11	gpv				useitem				sock			1	6																																																																															0
1 Ral Rune + 1 Thul Rune + 1 Perfect Sapphire + 1 Normal Helm -> Socketed Helm	1				100					4	"helm,nor,nos"	r08	r10	gpb				useitem				sock			1	6																																																																															0
1 Tal Rune + 1 Amn Rune + 1 Perfect Ruby + 1 Normal Shield -> Socketed Shield	1				100					4	"shld,nor,nos"	r07	r11	gpr				useitem				sock			1	6																																																																															0
1 Eld Rune + 1 Chipped Gem (Any) + 1 Low Quality Weapon -> Normal Weapon	1				100					3	"weap,low"	r02	gem0					"usetype,nor"																																																																																							0
1 El Rune + 1 Chipped Gem (Any) + 1 Low Quality Armor -> Normal Armor	1				100					3	"armo,low"	r01	gem0					"usetype,nor"																																																																																							0
1 Ral Rune + 1 Sol Rune + 1 Perfect Emerald + 1 Normal Unique Weapon -> Exceptional Unique Weapon	1				100					4	"weap,bas,uni"	r08	r12	gpg				"useitem,mod,exc"				levelreq			5	5																																																																															0
1 Tal Rune + 1 Shael Rune + 1 Perfect Diamond + 1 Normal Unique Armor -> Exceptional Unique Armor	1				100					4	"armo,bas,uni"	r07	r13	gpw				"useitem,mod,exc"				levelreq			5	5																																																																															0
1 Lum Rune + 1 Pul Rune + 1 Perfect Emerald + 1 Exceptional Unique Weapon -> Elite Unique Weapon	1				100					4	"weap,exc,uni"	r17	r21	gpg				"useitem,mod,eli"				levelreq			7	7																																																																															0
1 Ko Rune + 1 Lem Rune + 1 Perfect Diamond + 1 Exceptional Unique Armor -> Elite Unique Armor	1				100					4	"armo,exc,uni"	r18	r20	gpw				"useitem,mod,eli"				levelreq			7	7																																																																															0
1 Ort Rune + 1 Amn Rune + 1 Perfect Sapphire + 1 Normal Rare Weapon -> Exceptional Rare Weapon	1				100					4	"weap,bas,rar"	r09	r11	gpb				"useitem,mod,exc"				levelreq			5	5																																																																															0
1 Ral Rune + 1 Thul Rune + 1 Perfect Amethyst + 1 Normal Rare Armor -> Exceptional Rare Armor	1				100					4	"armo,bas,rar"	r08	r10	gpv				"useitem,mod,exc"				levelreq			5	5																																																																															0
1 Fal Rune + 1 Um Rune + 1 Perfect Sapphire + 1 Exceptional Rare Weapon -> Elite Rare Weapon	1				100					4	"weap,exc,rar"	r19	r22	gpb				"useitem,mod,eli"				levelreq			7	7																																																																															0
1 Ko Rune + 1 Pul Rune + 1 Perfect Amethyst + 1 Exceptional Rare Armor -> Elite Rare Armor	1				100					4	"armo,exc,rar"	r18	r21	gpv				"useitem,mod,eli"				levelreq			7	7																																																																															0
1 Ort Rune + 1 Weapon -> Fully Repaired Weapon	1				100					2	"weap,noe"	r09						"useitem,rep,qty=255"																																																																																							0
1 Ral Rune + 1 Armor -> Fully Repaired Armor	1				100					2	"armo,noe"	r08						"useitem,rep,qty=255"																																																																																							0
1 Ort Rune + 1 Chipped Gem (Any) + 1 Weapon -> Fully Repaired and Recharged Weapon	1				100					3	"weap,noe"	r09	gem0					"useitem,rep,rch,qty=255"																																																																																							0
1 Ral Rune + 1 Flawed Gem (Any) + 1 Armor -> Fully Repaired and Recharged Armor	1				100					3	"armo,noe"	r08	gem1					"useitem,rep,rch,qty=255"																																																																																							0
1 Hel Rune + Scroll of Town Portal + 1 Socketed Item -> Clear Sockets on Item	1				100					3	"any,sock"	r15	tsc					"useitem,uns"																																																																																							0
1 Ral Rune + 1 Jewel + 1 Superior Armor -> Tempered Armor					100					3	"armo,hiq,nos"	jew	r08					"useitem,tmp"																																																																																							0
1 Ral Rune + 1 Jewel + 1 Superior Weapon -> Tempered Weapon					100					3	"weap,hiq,nos"	jew	r08					"useitem,tmp"																																																																																							0
1 Ral Rune + 1 Jewel + Magic Ring -> Tempered Ring					100					3	"ring,mag"	jew	r08					"usetype,tmp"				levelreq			3	3																																																																															0
1 Ral Rune + 1 Jewel + 1 Magic Amulet -> Tempered Amulet					100					3	"amu,mag"	jew	r08					"usetype,tmp"				levelreq			5	5																																																																															0
1 El Rune + 1 Chipped Gem (Any) + 1 Tempered Weapon -> Weapon With Extra Attack Rating					100					3	"weap,tmp"	r01	gcv					useitem				levelreq			2	2	att			30	50																																																																										0
3 Chipped Gems (Any) + 1 Magic Weapon -> Socketed Magic Weapon	1				0					4	"weap,mag,noe"	"gem0,qty=3"						"usetype,mag"	25		50	sock			1	2																																																																															0
1 Key of Terror + 1 Key of Hate + 1 Key of Destruction -> Portal to Matron's Den/Forgotten Sands/Furnace of Pain (Random)	1				100	28				3	pk1	pk2	pk3					Pandemonium Portal																																																																																							0
1 Diablo's Horn + 1 Baal's Eye + 1 Mephisto's Brain -> Portal to Tristram (Pandemonium Finale)	1				100	28				3	dhn	bey	mbr					Pandemonium Finale Portal																																																																																							0
1 Twisted Essence of Suffering + 1 Charged Essence of Hatred + 1 Burning Essence of Terror + 1 Festering Essence of Destruction -> Token of Absolution	1				100					4	tes	ceh	bet	fed				toa																																																																																							0
1 Ral Rune + 1 Sol Rune + 1 Perfect Emerald + 1 Normal Set Weapon -> Exceptional Set Weapon	1				100					4	"weap,bas,set"	r08	r12	gpg				"useitem,mod,exc"				levelreq			5	5																																																																															0
1 Tal Rune + 1 Shael Rune + 1 Perfect Diamond + 1 Normal Set Armor -> Exceptional Set Armor	1				100					4	"armo,bas,set"	r07	r13	gpw				"useitem,mod,exc"				levelreq			5	5																																																																															0
1 Lum Rune + 1 Pul Rune + 1 Perfect Emerald + 1 Exceptional Set Weapon -> Elite Set Weapon	1				100					4	"weap,exc,set"	r17	r21	gpg				"useitem,mod,eli"				levelreq			7	7																																																																															0
1 Ko Rune + 1 Lem Rune + 1 Perfect Diamond + 1 Exceptional Set Armor -> Elite Set Armor	1				100					4	"armo,exc,set"	r18	r20	gpw				"useitem,mod,eli"				levelreq			7	7																																																																															0
1	1				100					1	r11							cont_cs	100	100	100	Add_one			1	1																																																																															0
2	1				100					1	r30							cont_ct	100	100	100	Add_one			1	1																																																																															0
3	1				100					1	r32							cont_cu	100	100	100	Add_one			1	1																																																																															0
4	1				100					1	r14							cont_cv	100	100	100	Add_one			1	1																																																																															0
5	1				100					1	r02							cont_cw	100	100	100	Add_one			1	1																																																																															0
